Review,author,date,rating,restaurant
"['Fantastic. Original, fresh food. Authentic Korean owned. Amazing flavors. He also serves homemade ginger ale, and iced green tea. We got the mushroom bowl, which was both delicious and filling. This is a new business, but with a very high standard, well worth the trip.']",['Amy V.'],['\n        8/16/2014\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['This restaurant has become one of my favorites in Clemson. 9/10 times when someone asks me where to eat, this is where I tell them to go. Excellent food, and the in house ginger ale is amazing!']",['David H.'],['\n        10/6/2017\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['This place is fantastic! We had the Trinity bowl and the Bi Bim Bob bowl and they were delicious and packed with flavor. The best Asian food I have had in forever! We will definitely be back!'],['Kori C.'],['\n        5/30/2017\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""Pleasantly surprised. Simple yet hearty food. Warmly greeted by the owner made to feel welcome. I'll definitely be back.""]",['Mike B.'],['\n        5/10/2016\n    '],['4.0 star rating'],"['Yolk Asian', 'Kitchen']"
['Stopped at Yolk on our travel to the Upstate. \xa0 This is now our favorite spot when traveling through Clemson. \xa0 The staff was very friendly and the food is fabulous. \xa0The Korean taco is a must!!! \xa0We also had rice bowls (they do now have brown rice). \xa0 The calamari was cooked perfectly. \xa0 Would give them 6 stars if I could!'],['Linda P.'],['\n        3/29/2016\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['Had the Popeyes rice bowl which included brown rice, beef, spinach and an egg (added the hot sauce that was in the table made it even better) my boyfriend had a bolgogi bowl which had rice as well but included beef, mushrooms and onions and an egg . Both were delicious.. Absolutely delicious. Service was great, like honestly great. Felt like I was at home eating my moms food.']",['Amy N.'],['\n        2/5/2016\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['This is the BEST Korean food I have ever eaten...always a stop when we are in town. Everything I have had there is always delicious...the unfried egg roll is amazing!'],['M J.'],['\n        9/8/2017\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""Im currently mid meal, so I'll make this short so I can get back to it. OH. MY. GOD. I grew up in Chinatown Vancouver, and although the flavor combos and culture is certainly different, holy f. Best asian food hands down. That I've ever tasted. Go here. And order the iced ginger tea. Sweet, a bit cinnamony, kind of like a horchata Asian style. Ok. I need to go finish stuffing my face before my brain learns that I am full. Adios. GO HERE!!!!!""]",['Breanna R.'],['\n        12/3/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['It is a small place so it does get busy during meal hours. \xa0However the food was fantastic! \xa0I had the tiger bowl and love it. \xa0It was served on a wood plank because the bowl was hot and would burn the table. \xa0This was a new experience for me, but I thought it was really cool.']",['Brian M.'],['\n        1/14/2016\n    '],['4.0 star rating'],"['Yolk Asian', 'Kitchen']"
['Just love YOLK \xa0 \xa0BEST HEALTHY FOOD around \xa0 Cooked to order \xa0- fresh veggies - protein choices \xa0 \xa0 - gluten free options \xa0 \xa0 Closes Wed at 3 and Sunday \xa0 - \xa0 Across Wells Fargo on 123!'],['Kathy M.'],['\n        12/28/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['Had a bulgogi salad bowl and added spinach. Had a beautiful fried egg on top. FANTASTIC! \xa0My daughter had the bulgogi rice bowl and same - it was great. Hers was even sizzling when it came out. We are from Maryland where there are many Asian restaurants. This was among the very best meals we have had in quite awhile. She will absolutely come back. I am driving back to Maryland! \xa0 Highly recommend Yolk.'],['Michael H.'],['\n        7/12/2017\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['This was so delicious! Had the BoBimBob and it was a combination of amazing flavors. My son had the Tiger Rice bowl with a side taco and devoured them. We are from out of town but will definitely stop back before we leave.'],['Amy J.'],['\n        6/23/2017\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""I still remember when I first ate here and it's only gotten better. If you want reasonably priced Korean/Asian fusion food that tastes amazing then this is your restaurant. Rice bowls have various meats and veggies with an egg on top. Food tastes fresh every time, and the owners are so nice. Service can be a little slow at times but a lot of love goes into this food. Even if you're tight on cash the 3 dollar Korean tacos are filling and great. Hands down the yolk is one of my favorite restaurants. Be sure to try the sauces on the table, too.""]",['Margaret T.'],['\n        1/23/2017\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""You're greeted to a small Asian woman as you walk in who you immediately want as a grandmother. I grabbed the Tiger bowl, avocado pork kimchi and a fried egg. My new favorite eatery in Clemson.""]",['Ian M.'],['\n        5/8/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['Amazing! The bibimbop is so tasty. And you must try the homemade ginger ale. Yum! They have create your own bowls, so even the picky and vegetarian can find something delicious. Although I highly recommend going for one of their on menu creations.']",['Amy L.'],['\n        12/13/2016\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""This place is fantastic! Great folks making great food. I get a bulgogi bowl with different veggies each time and have never been disappointed. Also, their homemade ginger ale is phenomenal, though I usually go for their green tea. Try it out -- you won't be disappointed!""]",['Dallas T.'],['\n        5/17/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['Yolk is Korean. Yolk is delicious. Yolk is something new and interesting to eat in Clemson SC, the Least Diverse College Town in the Entire United States. Yolk is fast. Yolk is affordable. Yolk is trendy. Yolk is often closed when I want it to be open.']",['Caroline P.'],['\n        3/3/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['Wonderful food! The egg roll was amazing. Korean taco was perfect. Very friendly staff. Highly recommend this restaurant.'],['Casey M.'],['\n        6/12/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""I was in Clemson for work a few weeks ago & stayed at the Hampton Inn on Tiger Blvd. I arrived just after 9pm & found several spots near campus closed before finding Yolk just across the street from the hotel. The owner didn't have any customers when I came in at 9:45 but was happy to serve me & even insisted I take a seat while he whipped up my Clemson Bowl. The food was delicious - the perfect blend of heat & freshness - and it was all well-priced. The place is a little hard to spot as the sign isn't bright & it's among several other businesses. If you're staying on Tiger Blvd, it's definitely worth a stop.""]",['David O.'],['\n        2/9/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['This place was totally heavenly and would highly recommend. \xa0I had the Tiger Bowl and my husband customized his own bowl - they both were outstanding and fresh. To top it off was the homemade ginger ale. \xa0Will be going back for sure.'],['Sarah W.'],['\n        6/24/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['Pleasantly surprised. The food and service was Great. Make sure to try the homemade ginger ale.'],['Doug M.'],['\n        9/18/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['Yolk has an amazing concept, and pretty good food. However, I have more problems putting out the money if it had had fresh chicken, but it was frozen, pre-cooked warmed, too much, in the microwave. I want to go back and try to a completely vegetarian meal, because the flavor was actually very good! Also, they have a homemade ginger ale that my boyfriend said is really good.']",['Karin K.'],['\n        8/11/2016\n    '],['4.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""I had the spicy calamari tonight and WOW, it was AMAZING! Definitely the best calamari I've ever had, plus the sauce - it was incredible. I could live off of this. Plus, I got lettuce instead of rice and it was still plenty filling.. I'm a very happy camper :) Definitely getting the kombucha next time!""]",['Danielle K.'],['\n        4/14/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['The rice was burnt ....dont think its worth the money'],['Shibi S.'],['\n        5/19/2015\n    '],['3.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['Honestly this is the only place in Clemson that has blown me out of the water. One of, if not the best Korean I have ever had. Come and support this place. Hopefully this place thrives, as it is a breath of fresh air in a town drowned in grease..']",['Ben F.'],['\n        8/23/2014\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
['Just amazing. \xa0Definitely will make the trip from Atlanta to have it once again. \xa0Every bite so delicious and an explosion of flavor in your mouth.'],['Faith C.'],['\n        8/20/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"['This is a great option for a fun meal in Clemson. The portions were substantial and dishes were unique. It was just right. My daughter had the tiger bowl with spicy pork, kimchi and avocado. We liked hers better than my Indiana bowl, but I may have been a little heavy handed with the spicy sauce. Better than Tokyo and Red Bowl. Will go back!']",['Hollianne U.'],['\n        8/17/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""I'd eat here everyday if I could. "", 'The staff, a mother/son duo, are incredibly friendly. ', ""Don't forget to start off with an unfried egg roll.""]",['Jay b.'],['\n        3/5/2015\n    '],['5.0 star rating'],"['Yolk Asian', 'Kitchen']"
"[""Went for lunch with the family. As others have said, takes a little while to get your food. But I'd rather wait for freshly made food then something remade or frozen. Bowls come out extremely hot, which keeps everything hot through the last bite. Everything we had was good. Would definitely try again.""]",['Mark L.'],['\n        7/8/2016\n    '],['4.0 star rating'],"['Yolk Asian', 'Kitchen']"
